file_type,file_path,preview_detected,status,screenshot
PNG,D:\KALINDU\Projects\Mini_Projects\test_automation_ui\sample.png,True,PASS,D:\KALINDU\Projects\Mini_Projects\test_automation_ui\results\preview_pass.png
